Row ID,Customer Name,Customer Segment,Order ID,Number of Records,Order Date,Order Priority,Order Quantity,Order Discount,Product Category,Product Container,Product Name,Product Sub-Category,Unit Price,Product Base Margin,Sales,Profit,Ship Date,Ship Mode,Shipping Cost,City,State,Region,Zip Code,Reached on Time
2491,Dorothy Wardle,Corporate,18144,1,6/7/2014,Critical,41,0.09,Technology,Small Pack,Accessory6,Telephones and Communication,55.99,0.80,1779.8915,-250.173,6/9/2014,Regular Air,5,Saint Charles,Illinois,Central,60174,1
2492,Lauren Leatherbury,Corporate,18145,1,9/4/2013,Medium,47,0.06,Office Supplies,Wrap Bag,"Advantus Push Pins, Aluminum Head",Rubber Bands,5.81,0.54,270.32,-47.15,9/5/2013,Regular Air,3.37,Albuquerque,New Mexico,West,87105,0
2493,Lauren Leatherbury,Corporate,18145,1,9/4/2013,Medium,21,0.00,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,15.99,0.49,361.98,-55.6104,9/5/2013,Regular Air,9.4,Durango,Colorado,West,81301,0
2494,Bruce Degenhardt,Home Office,18147,1,7/17/2012,Not Specified,42,0.00,Office Supplies,Small Box,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,1.88,0.37,82.03,-15.5595,7/18/2012,Regular Air,1.49,Mesa,Arizona,West,85204,0
2495,Bruce Degenhardt,Home Office,18147,1,7/17/2012,Not Specified,50,0.06,Office Supplies,Small Box,Xerox 1978,Paper,5.78,0.36,290.91,-108.19,7/18/2012,Regular Air,5.67,Mesa,Arizona,West,85204,0
2496,Naresj Patel,Small Business,18178,1,11/2/2012,Low,43,0.08,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,4.48,0.60,235.09,-1987.49,11/2/2012,Regular Air,49,Irving,Texas,Central,75061,0
2497,Naresj Patel,Small Business,18178,1,11/2/2012,Low,10,0.00,Furniture,Small Pack,"Executive Impressions 12"" Wall Clock",Office Furnishings,17.67,0.47,187.46,49.85,11/9/2012,Regular Air,8.99,Irving,Texas,Central,75061,0
2498,Liz Price,Corporate,18179,1,8/1/2012,Not Specified,50,0.03,Technology,Small Pack,Imation 5.2GB DVD-RAM,Computer Peripherals,60.98,0.50,3075.83,1207.91,8/1/2012,Regular Air,1.99,Farmington Hills,Michigan,Central,48336,0
2499,Liz Price,Corporate,18179,1,8/1/2012,Not Specified,24,0.04,Office Supplies,Small Box,Avery 481,Labels,3.08,0.37,73.37,16.1,8/2/2012,Regular Air,0.99,Farmington Hills,Michigan,Central,48336,0
2500,Liz Price,Corporate,18179,1,8/1/2012,Not Specified,50,0.00,Office Supplies,Wrap Bag,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Paper,10.31,0.38,527.6,221.59,8/3/2012,Regular Air,1.79,Flint,Michigan,Central,48505,0
2501,Anna Haberlin,Corporate,18182,1,4/10/2014,Medium,45,0.04,Technology,Small Box,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,99.99,0.50,4598.73,1049.45,4/12/2014,Regular Air,19.99,Dallas,Texas,Central,75217,0
2502,Anna Haberlin,Corporate,18182,1,4/10/2014,Medium,45,0.01,Furniture,Medium Box,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Office Furnishings,55.5,0.72,2673.08,-1363.12,4/11/2014,Regular Air,52.2,Dallas,Texas,Central,75217,1
2503,Anna Haberlin,Corporate,18182,1,4/10/2014,Medium,12,0.09,Office Supplies,Small Box,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Storage & Organization,33.29,0.61,396.69,-18.45,4/12/2014,Express Air,8.74,Dallas,Texas,Central,75217,1
2504,Roy Collins,Corporate,18208,1,4/1/2015,Not Specified,34,0.06,Office Supplies,Small Box,Staples Standard Envelopes,Envelopes,5.68,0.38,197.45,65.44,4/3/2015,Regular Air,1.39,Collierville,Tennessee,South,38017,1
2505,Roy Collins,Corporate,18208,1,4/1/2015,Not Specified,36,0.08,Office Supplies,Wrap Bag,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",Pens & Art Supplies,2.28,0.41,82.98,-137.87,4/3/2015,Regular Air,5.2,Collierville,Tennessee,South,38017,0
2506,Greg Guthrie,Small Business,18210,1,8/6/2013,Not Specified,27,0.08,Office Supplies,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,363.25,0.57,9293.82,2437.17,8/7/2013,Regular Air,19.99,Jeffersonville,Indiana,Central,47130,1
2507,Greg Guthrie,Small Business,18210,1,8/6/2013,Not Specified,27,0.00,Office Supplies,Wrap Bag,Newell 335,Pens & Art Supplies,2.88,0.56,80.79,12.58,8/7/2013,Regular Air,0.7,Kokomo,Indiana,Central,46901,0
2508,Guy Phonely,Corporate,18213,1,9/10/2013,Medium,29,0.10,Office Supplies,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,40.99,0.36,1111.23,21.6,9/12/2013,Regular Air,19.99,Elyria,Ohio,East,44035,0
2509,Eugene Moren,Home Office,18215,1,9/19/2013,Medium,29,0.09,Technology,Small Box,Logitech Cordless Keyboard,Computer Peripherals,34.99,0.49,965.82,169.15,9/20/2013,Regular Air,5.5,Aurora,Colorado,West,80013,1
2510,Denny Blanton,Home Office,18241,1,7/27/2013,Low,3,0.05,Technology,Small Pack,"IBM 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,20.89,0.48,64.5,-55.11,7/29/2013,Regular Air,1.99,Delaware,Ohio,East,43015,0
2511,Denny Blanton,Home Office,18241,1,7/27/2013,Low,25,0.08,Furniture,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,Tables,400.98,0.60,9944.49,-969.048366,7/29/2013,Delivery Truck,76.37,Delaware,Ohio,East,43015,0
2512,Chris Selesnick,Home Office,18244,1,2/11/2014,Critical,1,0.00,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,140.81,0.57,172.34,-73.22,2/13/2014,Regular Air,24.49,Steubenville,Ohio,East,43952,1
2513,Rob Haberlin,Corporate,18247,1,11/5/2012,Not Specified,20,0.00,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,7.59,0.42,155.8,27.22,11/6/2012,Regular Air,4,Mason City,Iowa,Central,50401,0
2514,Jack Lebron,Corporate,18273,1,9/15/2014,Low,18,0.06,Technology,Small Box,Zoom V.92 USB External Faxmodem,Computer Peripherals,49.99,0.41,925.03,-3.68,9/17/2014,Regular Air,19.99,New Albany,Indiana,Central,47150,1
2515,Helen Andreada,Corporate,18275,1,1/10/2015,Low,25,0.07,Furniture,Small Pack,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Office Furnishings,13.4,0.37,322.73,101.83,1/14/2015,Regular Air,4.95,Pacifica,California,West,94044,1
2516,Stephanie Phelps,Consumer,18279,1,2/26/2012,Medium,22,0.07,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,8.33,0.52,184.35,11.95,2/28/2012,Regular Air,1.99,Kirkland,Washington,West,98034,0
2517,Stephanie Phelps,Consumer,18279,1,2/26/2012,Medium,20,0.03,Technology,Large Box,Sharp AL-1530CS Digital Copier,Copiers and Fax,499.99,0.36,10281.79,3272.9,2/27/2012,Regular Air,24.49,Kirkland,Washington,West,98034,0
2518,Dennis Pardue,Corporate,18307,1,2/2/2013,Low,23,0.08,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,19.98,0.37,441.99,32.36,2/6/2013,Express Air,8.68,Charlotte,North Carolina,South,28205,0
2519,Dennis Pardue,Corporate,18307,1,2/2/2013,Low,34,0.03,Office Supplies,Wrap Bag,SANFORD Major Accent™ Highlighters,Pens & Art Supplies,7.08,0.47,245.19,37.99,2/2/2013,Regular Air,2.35,Charlotte,North Carolina,South,28205,0
2520,Ann Chong,Corporate,18308,1,10/9/2012,Not Specified,30,0.05,Office Supplies,Small Box,Durable Pressboard Binders,Binders and Binder Accessories,3.8,0.38,114.12,15.725,10/11/2012,Regular Air,1.49,Aurora,Illinois,Central,60505,0
2521,Ann Chong,Corporate,18308,1,10/9/2012,Not Specified,15,0.09,Technology,Small Box,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,30.73,0.75,436.05,-92.58,10/9/2012,Regular Air,4,Aurora,Illinois,Central,60505,0
2522,Ann Chong,Corporate,18308,1,10/9/2012,Not Specified,49,0.00,Technology,Small Box,StarTAC ST7762,Telephones and Communication,125.99,0.57,5247.4835,1465.866,10/10/2012,Regular Air,8.08,Aurora,Illinois,Central,60505,0
2523,Giulietta Dortch,Consumer,18336,1,4/24/2012,Not Specified,1,0.00,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,2.88,0.56,7.96,-0.11,4/24/2012,Express Air,0.7,Sunnyvale,California,West,94086,0
2524,Jack O'Briant,Consumer,18340,1,6/17/2014,Medium,20,0.10,Office Supplies,Small Box,"Array® Parchment Paper, Assorted Colors",Paper,7.28,0.37,148.65,-142.78,6/18/2014,Express Air,11.15,Biloxi,Mississippi,South,39530,1
2525,Jack O'Briant,Consumer,18340,1,6/17/2014,Medium,28,0.01,Office Supplies,Small Box,Xerox 1997,Paper,6.48,0.37,198.21,-163.28,6/18/2014,Express Air,10.05,Clinton,Mississippi,South,39056,1
2526,Bradley Nguyen,Consumer,18341,1,7/18/2013,Critical,39,0.00,Office Supplies,Small Box,Xerox 196,Paper,5.78,0.36,237.89,-165.26,7/18/2013,Regular Air,7.96,Randallstown,Maryland,East,21133,0
2527,Alyssa Crouse,Corporate,18368,1,11/30/2015,Not Specified,3,0.00,Office Supplies,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,70.97,0.59,212.91,-65.15,12/2/2015,Regular Air,3.5,Lake Oswego,Oregon,West,97035,0
2528,Alyssa Crouse,Corporate,18368,1,11/30/2015,Not Specified,35,0.08,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,37.94,0.38,1275.61,517.33,12/1/2015,Regular Air,5.08,Lake Oswego,Oregon,West,97035,0
2529,Alyssa Crouse,Corporate,18368,1,11/30/2015,Not Specified,3,0.06,Technology,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,Office Machines,2036.48,0.55,5972.59,-4852.5294,12/2/2015,Delivery Truck,14.7,Medford,Oregon,West,97504,1
2530,Rick Wilson,Consumer,18370,1,1/13/2014,Low,41,0.00,Technology,Small Box,Accessory27,Telephones and Communication,35.99,0.85,1271.0475,-158.235,1/17/2014,Regular Air,5,Wilson,North Carolina,South,27893,0
2531,Denise Monton,Home Office,18371,1,9/18/2012,Medium,30,0.00,Office Supplies,Small Pack,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Pens & Art Supplies,43.98,0.58,1394.36,271.45,9/18/2012,Regular Air,8.99,Apex,North Carolina,South,27502,0
2532,Tracy Poddar,Corporate,18373,1,4/12/2015,Critical,35,0.09,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Appliances,207.48,0.55,6608.24,2164.64,4/12/2015,Regular Air,0.99,Secaucus,New Jersey,East,7094,1
2533,Nick Crebassa,Corporate,18374,1,9/30/2015,Low,21,0.09,Office Supplies,Small Box,Southworth Structures Collection™,Paper,7.28,0.35,150.16,-32.78,10/2/2015,Regular Air,5.47,Bossier City,Louisiana,South,71111,1
2534,Theresa Swint,Small Business,18375,1,9/22/2014,Low,20,0.03,Office Supplies,Small Box,Avery 510,Labels,3.75,0.37,76.89,31.64,9/26/2014,Regular Air,0.5,Port Chester,New York,East,10573,0
2535,Ralph Arnett,Consumer,18400,1,12/6/2014,Not Specified,29,0.05,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,20.95,0.60,598.49,34.16,12/7/2014,Regular Air,4,Essex,Maryland,East,21221,1
2536,Deanra Eno,Corporate,18402,1,8/29/2012,Low,5,0.03,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,284.98,0.60,1548.45,-224.2,9/5/2012,Delivery Truck,69.55,Riverside,California,West,92503,0
2537,Deanra Eno,Corporate,18402,1,8/29/2012,Low,3,0.00,Furniture,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Furnishings,12.99,0.73,56.07,10.49,8/29/2012,Regular Air,14.37,Riverside,California,West,92503,0
2538,George Ashbrook,Consumer,18405,1,1/7/2012,Medium,30,0.09,Office Supplies,Small Box,Premium Transparent Presentation Covers by GBC,Binders and Binder Accessories,20.98,0.37,610.65,60.2735,1/9/2012,Express Air,8.83,Lubbock,Texas,Central,79424,0
2539,George Ashbrook,Consumer,18405,1,1/7/2012,Medium,2,0.03,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,73.98,0.65,158.04,-263.09,1/10/2012,Regular Air,14.52,Lubbock,Texas,Central,79424,0
2540,Art Ferguson,Corporate,18432,1,3/12/2014,High,42,0.04,Furniture,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Office Furnishings,10.64,0.57,451.32,1.16,3/12/2014,Regular Air,5.16,Richfield,Minnesota,Central,55423,1
2541,Art Ferguson,Corporate,18432,1,3/12/2014,High,15,0.10,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,14.42,0.52,217.66,-24.91,3/12/2014,Express Air,6.75,Rochester,Minnesota,Central,55901,0
2542,Art Ferguson,Corporate,18432,1,3/12/2014,High,5,0.08,Office Supplies,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,279.81,0.59,1374.67,-126.34,3/14/2014,Delivery Truck,23.19,Rochester,Minnesota,Central,55901,0
2543,Art Ferguson,Corporate,18432,1,3/12/2014,High,12,0.02,Office Supplies,Wrap Bag,Avery Hi-Liter® Smear-Safe Highlighters,Pens & Art Supplies,5.84,0.49,76.42,20.44,3/14/2014,Express Air,0.83,Rochester,Minnesota,Central,55901,1
2544,Brian Derr,Small Business,18464,1,3/28/2015,High,27,0.02,Office Supplies,Jumbo Drum,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,180.98,0.57,4891.86,253.14,3/30/2015,Delivery Truck,55.24,Saint Louis Park,Minnesota,Central,55416,1
2545,Brian Derr,Small Business,18464,1,3/28/2015,High,37,0.01,Furniture,Jumbo Box,Bush Mission Pointe Library,Bookcases,150.98,0.65,6039.1,-345.92,3/28/2015,Delivery Truck,66.27,Saint Louis Park,Minnesota,Central,55416,0
2546,Brian Derr,Small Business,18464,1,3/28/2015,High,31,0.05,Office Supplies,Wrap Bag,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Paper,6.45,0.36,206.49,80.07,3/30/2015,Regular Air,1.34,Saint Louis Park,Minnesota,Central,55416,1
2547,Brian Derr,Small Business,18464,1,3/28/2015,High,41,0.01,Office Supplies,Wrap Bag,Revere Boxed Rubber Bands by Revere,Rubber Bands,1.89,0.83,80.54,-18.72,3/30/2015,Regular Air,0.76,Saint Louis Park,Minnesota,Central,55416,1
2548,Laura Armstrong,Small Business,18465,1,4/15/2013,High,12,0.05,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,64.65,0.80,816.23,-353.71,4/17/2013,Regular Air,35,Mansfield,Ohio,East,44903,0
2549,Deanra Eno,Corporate,18466,1,5/21/2015,Low,25,0.09,Office Supplies,Small Box,#10 Self-Seal White Envelopes,Envelopes,11.09,0.36,270.16,16.92,5/30/2015,Regular Air,5.25,Riverside,California,West,92503,1
2550,Deanra Eno,Corporate,18466,1,5/21/2015,Low,24,0.08,Technology,Medium Box,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Office Machines,120.97,0.36,2694.01,994.31,5/21/2015,Express Air,7.11,Riverside,California,West,92503,1
2551,Justin Knight,Corporate,18471,1,2/19/2012,Not Specified,37,0.00,Office Supplies,Wrap Bag,Newell 315,Pens & Art Supplies,5.98,0.60,226.65,46.41,2/20/2012,Regular Air,0.96,Burlington,Iowa,Central,52601,0
2552,Justin Knight,Corporate,18471,1,2/19/2012,Not Specified,4,0.02,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",2.08,0.55,10.96,-8.02,2/20/2012,Regular Air,2.56,Burlington,Iowa,Central,52601,0
2553,Justin Knight,Corporate,18471,1,2/19/2012,Not Specified,29,0.02,Office Supplies,Small Box,Xerox 1983,Paper,5.98,0.36,185.61,-47.12,2/20/2012,Regular Air,5.46,Cedar Falls,Iowa,Central,50613,0
2554,Larry Tron,Corporate,18496,1,5/15/2012,High,30,0.01,Technology,Small Box,Belkin ErgoBoard™ Keyboard,Computer Peripherals,30.98,0.64,991.01,46.29,5/16/2012,Regular Air,6.5,Holladay,Utah,West,84117,0
2555,Larry Tron,Corporate,18496,1,5/15/2012,High,29,0.01,Office Supplies,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,40.99,0.36,1267.42,177.79,5/18/2012,Regular Air,19.99,Holladay,Utah,West,84117,0
2556,Toby Swindell,Small Business,18500,1,2/11/2015,Medium,44,0.08,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,58.14,0.61,2507.79,-779.81,2/12/2015,Delivery Truck,36.61,Germantown,Tennessee,South,38138,1
2557,Toby Swindell,Small Business,18500,1,2/11/2015,Medium,30,0.02,Technology,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,32.98,0.75,1052.68,-19.27,2/12/2015,Regular Air,5.5,Germantown,Tennessee,South,38138,0
2558,Toby Swindell,Small Business,18500,1,2/11/2015,Medium,30,0.01,Office Supplies,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,80.98,0.81,2536.31,-643.46,2/13/2015,Regular Air,35,Germantown,Tennessee,South,38138,1
2559,Sarah Brown,Consumer,18503,1,5/5/2014,Not Specified,46,0.03,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,145.45,0.56,6637.63,1487.94,5/7/2014,Delivery Truck,17.85,Covington,Washington,West,98042,0
2560,Sarah Brown,Consumer,18503,1,5/5/2014,Not Specified,13,0.06,Technology,Small Box,6340,Telephones and Communication,85.99,0.58,928.9055,-23.925,5/7/2014,Regular Air,2.79,Covington,Washington,West,98042,0
2561,Jas O'Carroll,Corporate,18528,1,4/30/2014,Critical,33,0.07,Office Supplies,Small Box,Staples Surge Protector 6 outlet,Appliances,10.98,0.58,340.97,-22.82,5/1/2014,Regular Air,3.99,Youngstown,Ohio,East,44511,0
2562,Jas O'Carroll,Corporate,18528,1,4/30/2014,Critical,22,0.03,Office Supplies,Small Box,Xerox 196,Paper,5.78,0.36,136.24,-96.22,5/2/2014,Regular Air,7.96,Youngstown,Ohio,East,44511,0
2563,Grant Thornton,Corporate,18530,1,12/31/2013,Not Specified,2,0.02,Furniture,Small Box,"Career Cubicle Clock, 8 1/4"", Black",Office Furnishings,20.28,0.47,56.13,48.85,12/31/2013,Regular Air,14.39,Moreno Valley,California,West,92553,0
2564,Grant Thornton,Corporate,18530,1,12/31/2013,Not Specified,25,0.00,Technology,Small Box,i1000,Telephones and Communication,65.99,0.58,1491.5205,286.362,1/2/2014,Regular Air,5.99,Morgan Hill,California,West,95037,1
2565,Jeremy Ellison,Small Business,18531,1,10/29/2015,Critical,50,0.04,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,25.98,0.60,1298.81,-250.55,10/31/2015,Delivery Truck,14.36,Friendswood,Texas,Central,77546,1
2566,Jasper Cacioppo,Home Office,18532,1,10/20/2014,Not Specified,29,0.09,Office Supplies,Small Pack,"Elite 5"" Scissors","Scissors, Rulers and Trimmers",8.45,0.55,230.77,-146.24,10/21/2014,Regular Air,7.77,Franklin Square,New York,East,11010,0
2567,Jasper Cacioppo,Home Office,18532,1,10/20/2014,Not Specified,31,0.01,Office Supplies,Small Box,"Decoflex Hanging Personal Folder File, Blue",Storage & Organization,15.42,0.58,507.58,-131.59,10/22/2014,Regular Air,10.68,Franklin Square,New York,East,11010,1
2568,Larry Hughes,Home Office,18533,1,11/6/2012,Not Specified,27,0.01,Office Supplies,Small Box,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Storage & Organization,15.31,0.57,442.57,-60.73,11/7/2012,Regular Air,8.78,Midland,Texas,Central,79701,0
2569,Larry Hughes,Home Office,18533,1,11/6/2012,Not Specified,5,0.05,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,7.99,0.60,53.737,-28.435,11/8/2012,Express Air,5.03,Midland,Texas,Central,79701,0
2570,Tracy Poddar,Corporate,18534,1,12/30/2014,Low,36,0.10,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,8.33,0.52,282.58,21.68,12/30/2014,Express Air,1.99,Gorham,Maine,East,4038,1
2571,Joni Blumstein,Home Office,18561,1,1/9/2012,Not Specified,9,0.02,Office Supplies,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,4.13,0.39,45.87,-38.9,1/10/2012,Regular Air,6.89,Lawton,Oklahoma,Central,73505,0
2572,Noel Staavos,Home Office,18562,1,12/20/2014,Critical,41,0.10,Office Supplies,Wrap Bag,Unpadded Memo Slips,Paper,3.98,0.35,160.11,-26.73,12/22/2014,Regular Air,2.97,Londonderry,New Hampshire,East,3053,1
2573,Nora Pelletier,Corporate,18592,1,9/30/2015,Critical,2,0.04,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",10.98,0.57,25.72,-15.5,10/1/2015,Regular Air,3.37,Winter Haven,Florida,South,33881,1
2574,Tamara Manning,Corporate,18593,1,9/22/2014,High,23,0.06,Technology,Small Box,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,300.97,0.48,6572.04,1579.34,9/23/2014,Regular Air,7.18,Post Falls,Idaho,West,83854,1
2575,Tamara Manning,Corporate,18593,1,9/22/2014,High,19,0.09,Furniture,Jumbo Box,KI Conference Tables,Tables,70.89,0.72,1051.992,-1280.6,9/24/2014,Delivery Truck,89.3,Post Falls,Idaho,West,83854,1
2576,Art Foster,Home Office,18595,1,1/31/2012,Critical,6,0.10,Office Supplies,Medium Box,Honeywell Quietcare HEPA Air Cleaner,Appliances,78.65,0.52,451.44,-35.19,2/2/2012,Regular Air,13.99,Hanover,Pennsylvania,East,17331,0
2577,Art Foster,Home Office,18595,1,1/31/2012,Critical,16,0.03,Office Supplies,Small Pack,Acme® Elite Stainless Steel Scissors,"Scissors, Rulers and Trimmers",8.34,0.59,138.55,0.9,2/2/2012,Regular Air,2.64,Hanover,Pennsylvania,East,17331,0
2578,Adam Bellavance,Small Business,18596,1,10/2/2015,Low,42,0.02,Furniture,Jumbo Drum,Office Star Flex Back Scooter Chair with White Frame,Chairs & Chairmats,110.98,0.71,4917.69,126.31,10/4/2015,Delivery Truck,30,Helena,Montana,West,59601,1
2579,Adam Bellavance,Small Business,18596,1,10/2/2015,Low,32,0.01,Office Supplies,Small Box,Avery 485,Labels,12.53,0.38,416.8,223.38,10/4/2015,Regular Air,0.5,Helena,Montana,West,59601,1
2580,Andy Gerbode,Consumer,18597,1,9/26/2013,Medium,37,0.10,Office Supplies,Small Box,Avery 504,Labels,2.88,0.36,101.2,38.58,9/27/2013,Regular Air,0.5,Lebanon,Tennessee,South,37087,1
2581,Fred Harton,Home Office,18598,1,8/6/2013,Critical,24,0.10,Office Supplies,Small Box,"GBC White Gloss Covers, Plain Front",Binders and Binder Accessories,14.48,0.38,349.65,28.5515,8/9/2013,Express Air,6.46,Colorado Springs,Colorado,West,80906,1
2582,Fred Harton,Home Office,18598,1,8/6/2013,Critical,46,0.03,Furniture,Large Box,Luxo Professional Combination Clamp-On Lamps,Office Furnishings,102.3,0.59,4814.12,855.14,8/8/2013,Regular Air,21.26,Colorado Springs,Colorado,West,80906,1
2583,Phillip Flathmann,Small Business,18627,1,12/20/2013,Medium,4,0.01,Office Supplies,Small Box,Avery 487,Labels,3.69,0.38,15.7,0.71,12/21/2013,Regular Air,0.5,Plainview,New York,East,11803,1
2584,Erin Creighton,Corporate,18661,1,9/8/2015,Low,12,0.05,Furniture,Jumbo Drum,Global Deluxe Office Fabric Chairs,Chairs & Chairmats,95.98,0.58,1207.08,-351.3,9/12/2015,Delivery Truck,58.2,Cedar Hill,Texas,Central,75104,0
2585,Erin Creighton,Corporate,18661,1,9/8/2015,Low,11,0.04,Furniture,Jumbo Box,Riverside Furniture Stanwyck Manor Table Series,Tables,286.85,0.78,2618.112,-139.266,9/10/2015,Delivery Truck,61.76,Cedar Hill,Texas,Central,75104,0
2586,Emily Grady,Home Office,18688,1,3/5/2014,Not Specified,49,0.04,Office Supplies,Small Box,Ibico Hi-Tech Manual Binding System,Binders and Binder Accessories,304.99,0.40,14346.73,5762.524,3/7/2014,Regular Air,19.99,Spanish Fork,Utah,West,84660,1
2587,Emily Grady,Home Office,18688,1,3/5/2014,Not Specified,15,0.09,Office Supplies,Small Box,Avery 498,Labels,2.89,0.38,40.34,10.59,3/7/2014,Regular Air,0.5,Spanish Fork,Utah,West,84660,1
2588,Emily Grady,Home Office,18688,1,3/5/2014,Not Specified,41,0.10,Technology,Small Box,i1000plus,Telephones and Communication,125.99,0.57,3951.6755,812.241,3/6/2014,Regular Air,4.2,Spanish Fork,Utah,West,84660,0
2589,Steven Roelle,Small Business,18689,1,12/24/2012,Not Specified,38,0.01,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,7.1,0.39,281.17,-78.3725,12/25/2012,Regular Air,6.05,Lacey,Washington,West,98503,0
2590,Steven Roelle,Small Business,18689,1,12/24/2012,Not Specified,10,0.05,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,18.97,0.37,194.65,-3.78,12/25/2012,Regular Air,9.03,Lacey,Washington,West,98503,0
2591,Jonathan Howell,Consumer,18723,1,8/12/2012,Medium,1,0.00,Technology,Small Pack,Accessory28,Telephones and Communication,55.99,0.83,52.0965,-232.804,8/14/2012,Regular Air,2.5,Friendswood,Texas,Central,77546,0
2592,Erin Creighton,Corporate,18753,1,7/31/2012,Medium,31,0.03,Furniture,Medium Box,SAFCO Folding Chair Trolley,Chairs & Chairmats,128.24,0.00,3945.95,1031.32,8/2/2012,Regular Air,12.65,Carrollton,Texas,Central,75007,0
2593,Erin Creighton,Corporate,18753,1,7/31/2012,Medium,33,0.01,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,160.98,0.62,5394.4,788.79,8/2/2012,Delivery Truck,30,Cedar Hill,Texas,Central,75104,0
2594,Roland Black,Small Business,18754,1,9/25/2012,Not Specified,8,0.03,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,140.98,0.77,1217.62,-221.5,9/27/2012,Delivery Truck,36.09,Inver Grove Heights,Minnesota,Central,55076,0
2595,Roland Black,Small Business,18754,1,9/25/2012,Not Specified,32,0.08,Technology,Small Box,Talkabout T8367,Telephones and Communication,65.99,0.56,1725.0325,206.352,9/26/2012,Regular Air,8.99,Inver Grove Heights,Minnesota,Central,55076,0
2596,Matthew Clasen,Consumer,18757,1,5/22/2015,Low,9,0.03,Office Supplies,Small Box,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,22.38,0.38,222.2,-40.25,5/24/2015,Regular Air,15.1,Watertown,Wisconsin,Central,53094,0
